orig.ident	nReads	nGene	celltype
TASSeq.deep-1_749113	TASSeq.deep-1	148053	4810	Endo_capillary
TASSeq.deep-1_749206	TASSeq.deep-1	313102	6682	Mo_Ly6Chi
TASSeq.deep-1_750100	TASSeq.deep-1	260830	6137	DC_cDC1
TASSeq.deep-1_750119	TASSeq.deep-1	75921	2675	Endo_capillary
TASSeq.deep-1_750208	TASSeq.deep-1	138062	4370	Endo_aerocyte
TASSeq.deep-1_750378	TASSeq.deep-1	150264	4505	Mo_Ly6Chi
TASSeq.deep-1_750449	TASSeq.deep-1	84015	3119	Endo_capillary
TASSeq.deep-1_750687	TASSeq.deep-1	324310	6931	Mo_Ly6Clo
TASSeq.deep-1_750826	TASSeq.deep-1	133591	5174	Tcell_CD8T
TASSeq.deep-1_751545	TASSeq.deep-1	238656	5545	FB_alveolar
TASSeq.deep-1_751708	TASSeq.deep-1	310602	7316	Mo_Ly6Chi
TASSeq.deep-1_751763	TASSeq.deep-1	122675	4694	Bcell
TASSeq.deep-1_751815	TASSeq.deep-1	479380	8410	Epi_AT1
TASSeq.deep-1_751879	TASSeq.deep-1	155622	4963	Bcell
TASSeq.deep-1_752386	TASSeq.deep-1	150933	4327	FB_alveolar
TASSeq.deep-1_752464	TASSeq.deep-1	42370	1856	Endo_capillary
TASSeq.deep-1_752477	TASSeq.deep-1	64540	2852	Epi_AT2
TASSeq.deep-1_752538	TASSeq.deep-1	68054	2823	Endo_capillary
TASSeq.deep-1_752886	TASSeq.deep-1	80574	3918	Bcell
TASSeq.deep-1_753032	TASSeq.deep-1	195335	5877	Tcell_CD8T
TASSeq.deep-1_753325	TASSeq.deep-1	127878	5135	Tcell_CD4T
TASSeq.deep-1_753380	TASSeq.deep-1	342243	7851	Mo_Ly6Clo
TASSeq.deep-1_753565	TASSeq.deep-1	282297	7657	FB_alveolar
TASSeq.deep-1_753663	TASSeq.deep-1	71945	4021	Endo_capillary
TASSeq.deep-1_754041	TASSeq.deep-1	331590	6238	Epi_AT2
TASSeq.deep-1_754142	TASSeq.deep-1	139093	4379	Tcell_CD4T
TASSeq.deep-1_754275	TASSeq.deep-1	49643	3051	Pericyte
TASSeq.deep-1_754462	TASSeq.deep-1	102649	4664	Pericyte
TASSeq.deep-1_754556	TASSeq.deep-1	92266	3943	Epi_AT1
TASSeq.deep-1_754632	TASSeq.deep-1	103586	4186	Bcell
TASSeq.deep-1_754665	TASSeq.deep-1	114310	3840	Endo_capillary
TASSeq.deep-1_754677	TASSeq.deep-1	149274	5212	Bcell
TASSeq.deep-1_754686	TASSeq.deep-1	55093	1938	Endo_capillary
TASSeq.deep-1_754699	TASSeq.deep-1	160421	4667	Endo_capillary
TASSeq.deep-1_754727	TASSeq.deep-1	349908	7161	Endo_venous
TASSeq.deep-1_754823	TASSeq.deep-1	215508	6475	Epi_AT1
TASSeq.deep-1_755031	TASSeq.deep-1	51466	1996	Endo_capillary
TASSeq.deep-1_755070	TASSeq.deep-1	86910	3799	Tcell_CD4T
TASSeq.deep-1_755119	TASSeq.deep-1	90337	3828	Bcell
TASSeq.deep-1_755338	TASSeq.deep-1	92280	3167	Endo_capillary
TASSeq.deep-1_755418	TASSeq.deep-1	225766	6680	Tcell_CD8T
TASSeq.deep-1_755420	TASSeq.deep-1	31677	1770	Epi_AT1
TASSeq.deep-1_755457	TASSeq.deep-1	188433	5241	Endo_capillary
TASSeq.deep-1_755534	TASSeq.deep-1	337937	7134	Epi_AT2
TASSeq.deep-1_755605	TASSeq.deep-1	43940	1932	Bcell
TASSeq.deep-1_755613	TASSeq.deep-1	164619	4621	FB_alveolar
TASSeq.deep-1_755619	TASSeq.deep-1	87316	3798	NK
TASSeq.deep-1_755777	TASSeq.deep-1	175859	5659	Bcell
TASSeq.deep-1_756651	TASSeq.deep-1	162651	4982	Endo_aerocyte
TASSeq.deep-1_756837	TASSeq.deep-1	44688	1733	FB_alveolar
TASSeq.deep-1_756854	TASSeq.deep-1	122562	4436	NK
TASSeq.deep-1_757190	TASSeq.deep-1	569608	9008	doublet
TASSeq.deep-1_757705	TASSeq.deep-1	36169	2386	Endo_capillary
TASSeq.deep-1_757798	TASSeq.deep-1	72262	3840	Endo_capillary
TASSeq.deep-1_758215	TASSeq.deep-1	337731	7066	doublet
TASSeq.deep-1_758365	TASSeq.deep-1	251748	5666	Mo_Ly6Chi
TASSeq.deep-1_758389	TASSeq.deep-1	311953	6176	Mo_Ly6Chi
TASSeq.deep-1_758670	TASSeq.deep-1	576175	8432	Epi_AT2
TASSeq.deep-1_758674	TASSeq.deep-1	59411	2795	Endo_capillary
TASSeq.deep-1_759248	TASSeq.deep-1	167748	5465	Mo_Ly6Chi
TASSeq.deep-1_759257	TASSeq.deep-1	78445	2677	Endo_capillary
TASSeq.deep-1_759515	TASSeq.deep-1	288656	6558	Mac_AM
TASSeq.deep-1_759563	TASSeq.deep-1	95233	3537	Bcell
TASSeq.deep-1_759729	TASSeq.deep-1	173187	6183	Bcell
TASSeq.deep-1_759998	TASSeq.deep-1	350126	6580	Epi_AT2
TASSeq.deep-1_760042	TASSeq.deep-1	85255	2732	FB_alveolar
TASSeq.deep-1_760100	TASSeq.deep-1	66881	3005	Bcell
TASSeq.deep-1_760183	TASSeq.deep-1	440850	7633	FB_adventitial
TASSeq.deep-1_760198	TASSeq.deep-1	273893	6754	Mo_Ly6Clo
TASSeq.deep-1_760246	TASSeq.deep-1	59899	3920	Endo_capillary
TASSeq.deep-1_760302	TASSeq.deep-1	118194	4015	FB_alveolar
TASSeq.deep-1_760321	TASSeq.deep-1	464255	8658	FB_adventitial
TASSeq.deep-1_760389	TASSeq.deep-1	126144	4407	NK
TASSeq.deep-1_760433	TASSeq.deep-1	203447	4904	Mo_Ly6Chi
TASSeq.deep-1_760484	TASSeq.deep-1	114776	4066	Tcell_CD4T
TASSeq.deep-1_760501	TASSeq.deep-1	396152	7327	Epi_AT2
TASSeq.deep-1_760628	TASSeq.deep-1	98287	4174	Bcell
TASSeq.deep-1_760651	TASSeq.deep-1	61600	2826	Tcell_CD8T
TASSeq.deep-1_760743	TASSeq.deep-1	243264	6351	Mo_Ly6Chi
TASSeq.deep-1_761157	TASSeq.deep-1	259603	6554	Mo_Ly6Chi
TASSeq.deep-1_761234	TASSeq.deep-1	154589	4851	Endo_capillary
TASSeq.deep-1_761591	TASSeq.deep-1	133930	4336	FB_alveolar
TASSeq.deep-1_761604	TASSeq.deep-1	36526	1832	Bcell
TASSeq.deep-1_761632	TASSeq.deep-1	133528	4573	Tcell_CD4T
TASSeq.deep-1_761871	TASSeq.deep-1	104224	3182	Endo_capillary
TASSeq.deep-1_761967	TASSeq.deep-1	156170	5626	Bcell
TASSeq.deep-1_762107	TASSeq.deep-1	74339	3221	Bcell
TASSeq.deep-1_762166	TASSeq.deep-1	106761	4178	Tcell_CD8T
TASSeq.deep-1_762169	TASSeq.deep-1	113967	4053	Pericyte
TASSeq.deep-1_762185	TASSeq.deep-1	122174	4937	FB_alveolar
TASSeq.deep-1_762263	TASSeq.deep-1	201140	4765	Epi_AT2
TASSeq.deep-1_762646	TASSeq.deep-1	190734	4871	FB_alveolar
TASSeq.deep-1_762721	TASSeq.deep-1	99169	3377	ILC2
TASSeq.deep-1_762986	TASSeq.deep-1	56867	2708	Bcell
TASSeq.deep-1_763112	TASSeq.deep-1	68358	2960	Endo_capillary
TASSeq.deep-1_763459	TASSeq.deep-1	298187	6518	Epi_AT2
TASSeq.deep-1_763629	TASSeq.deep-1	81682	3236	Endo_capillary
TASSeq.deep-1_763651	TASSeq.deep-1	187844	4981	SMC
TASSeq.deep-1_763753	TASSeq.deep-1	600888	10433	Epi_clara
TASSeq.deep-1_763772	TASSeq.deep-1	165161	5093	FB_alveolar
TASSeq.deep-1_763791	TASSeq.deep-1	71858	3415	NK
TASSeq.deep-1_763947	TASSeq.deep-1	214653	5374	Mo_Ly6Chi
TASSeq.deep-1_764073	TASSeq.deep-1	79598	3358	Endo_capillary
TASSeq.deep-1_764093	TASSeq.deep-1	66025	2701	FB_alveolar
TASSeq.deep-1_764151	TASSeq.deep-1	204129	5657	DC_cDC2
TASSeq.deep-1_764411	TASSeq.deep-1	98637	3223	Endo_capillary
TASSeq.deep-1_764617	TASSeq.deep-1	87153	3787	Epi_AT2
TASSeq.deep-1_765348	TASSeq.deep-1	86943	4079	ILC2
TASSeq.deep-1_765723	TASSeq.deep-1	96354	3369	Endo_capillary
TASSeq.deep-1_766678	TASSeq.deep-1	304381	7911	Mac_AM
TASSeq.deep-1_766729	TASSeq.deep-1	130776	4641	Tcell_CD4T
TASSeq.deep-1_766859	TASSeq.deep-1	87019	3490	Bcell
TASSeq.deep-1_766968	TASSeq.deep-1	476501	8040	Epi_AT2
TASSeq.deep-1_767339	TASSeq.deep-1	69786	2972	Pericyte
TASSeq.deep-1_767467	TASSeq.deep-1	465025	8673	Epi_AT1
TASSeq.deep-1_767894	TASSeq.deep-1	127280	3864	Endo_capillary
TASSeq.deep-1_767895	TASSeq.deep-1	112847	3627	Endo_capillary
TASSeq.deep-1_767924	TASSeq.deep-1	221469	5161	Epi_AT2
TASSeq.deep-1_768132	TASSeq.deep-1	304725	7481	DC_cDC2
TASSeq.deep-1_768356	TASSeq.deep-1	464185	9750	Epi_ciliated
TASSeq.deep-1_768447	TASSeq.deep-1	109198	3936	NK
TASSeq.deep-1_768522	TASSeq.deep-1	122316	4433	Bcell
TASSeq.deep-1_768570	TASSeq.deep-1	132481	3884	Bcell
TASSeq.deep-1_768579	TASSeq.deep-1	43354	2990	Endo_capillary
TASSeq.deep-1_768652	TASSeq.deep-1	177222	5662	Bcell
TASSeq.deep-1_768738	TASSeq.deep-1	181610	5736	Bcell
TASSeq.deep-1_768844	TASSeq.deep-1	61949	2737	Endo_capillary
TASSeq.deep-1_768901	TASSeq.deep-1	333994	7612	Endo_capillary
TASSeq.deep-1_768940	TASSeq.deep-1	75340	2809	Endo_capillary
TASSeq.deep-1_769247	TASSeq.deep-1	321110	8458	Epi_ciliated
TASSeq.deep-1_769480	TASSeq.deep-1	103836	3541	FB_alveolar
TASSeq.deep-1_769544	TASSeq.deep-1	51276	2636	Pericyte
TASSeq.deep-1_769683	TASSeq.deep-1	87772	3167	Pericyte
TASSeq.deep-1_769958	TASSeq.deep-1	83195	3230	Endo_capillary
TASSeq.deep-1_770120	TASSeq.deep-1	88408	3263	FB_adventitial
TASSeq.deep-1_770209	TASSeq.deep-1	148303	4736	Endo_capillary
TASSeq.deep-1_770293	TASSeq.deep-1	49696	2145	FB_alveolar
TASSeq.deep-1_770457	TASSeq.deep-1	78914	3356	Bcell
TASSeq.deep-1_770477	TASSeq.deep-1	83872	3119	Endo_capillary
TASSeq.deep-1_770513	TASSeq.deep-1	212252	5681	Mo_Ly6Clo
TASSeq.deep-1_770565	TASSeq.deep-1	85815	3465	FB_alveolar
TASSeq.deep-1_770592	TASSeq.deep-1	89231	3799	Tcell_CD8T
TASSeq.deep-1_770786	TASSeq.deep-1	55774	3422	FB_alveolar
TASSeq.deep-1_770951	TASSeq.deep-1	246564	6146	Mo_Ly6Chi
TASSeq.deep-1_771283	TASSeq.deep-1	69468	2856	Mac_AM
TASSeq.deep-1_771331	TASSeq.deep-1	72037	3053	FB_alveolar
TASSeq.deep-1_771531	TASSeq.deep-1	53306	2447	Bcell
TASSeq.deep-1_771555	TASSeq.deep-1	148249	5219	Tcell_CD8T
TASSeq.deep-1_772325	TASSeq.deep-1	400610	7042	Epi_AT2
TASSeq.deep-1_772570	TASSeq.deep-1	315764	6899	doublet
TASSeq.deep-1_772655	TASSeq.deep-1	94381	3802	Bcell
TASSeq.deep-1_772807	TASSeq.deep-1	457367	7725	Epi_AT2
TASSeq.deep-1_772871	TASSeq.deep-1	82401	3593	NK
TASSeq.deep-1_773009	TASSeq.deep-1	61037	2880	Endo_capillary
TASSeq.deep-1_773161	TASSeq.deep-1	497220	8722	Epi_AT1
TASSeq.deep-1_773336	TASSeq.deep-1	133641	4367	Tcell_CD8T
TASSeq.deep-1_773729	TASSeq.deep-1	111853	3820	Neutrophil
TASSeq.deep-1_773808	TASSeq.deep-1	75380	3016	Bcell
TASSeq.deep-1_774058	TASSeq.deep-1	380356	7037	Epi_AT2
TASSeq.deep-1_774210	TASSeq.deep-1	196455	4929	FB_alveolar
TASSeq.deep-1_774284	TASSeq.deep-1	159529	5352	Tcell_Treg
TASSeq.deep-1_774390	TASSeq.deep-1	68507	2512	Endo_capillary
TASSeq.deep-1_774442	TASSeq.deep-1	97314	3425	Endo_capillary
TASSeq.deep-1_774457	TASSeq.deep-1	309310	6992	Epi_AT1
TASSeq.deep-1_774750	TASSeq.deep-1	67570	3323	Pericyte
TASSeq.deep-1_774807	TASSeq.deep-1	207741	5080	FB_alveolar
TASSeq.deep-1_774976	TASSeq.deep-1	181746	5250	FB_alveolar
TASSeq.deep-1_775018	TASSeq.deep-1	90489	3855	ILC2
TASSeq.deep-1_775152	TASSeq.deep-1	200565	4859	FB_alveolar
TASSeq.deep-1_775256	TASSeq.deep-1	30367	1323	Endo_capillary
TASSeq.deep-1_775321	TASSeq.deep-1	203725	6127	Bcell
TASSeq.deep-1_775413	TASSeq.deep-1	482265	7844	Mac_AM
TASSeq.deep-1_775528	TASSeq.deep-1	51339	2534	Bcell
TASSeq.deep-1_775779	TASSeq.deep-1	214592	5881	Epi_AT1
TASSeq.deep-1_776092	TASSeq.deep-1	59384	3043	FB_alveolar
TASSeq.deep-1_776275	TASSeq.deep-1	187734	4924	Neutrophil
TASSeq.deep-1_776474	TASSeq.deep-1	46207	2099	Endo_capillary
TASSeq.deep-1_776662	TASSeq.deep-1	40130	2326	Bcell
TASSeq.deep-1_776871	TASSeq.deep-1	446975	8342	Mac_AM
TASSeq.deep-1_777008	TASSeq.deep-1	459736	9310	Epi_ciliated
TASSeq.deep-1_777102	TASSeq.deep-1	32977	2377	FB_alveolar
TASSeq.deep-1_777115	TASSeq.deep-1	526702	9450	doublet
TASSeq.deep-1_777236	TASSeq.deep-1	93169	4155	Bcell
TASSeq.deep-1_777238	TASSeq.deep-1	80367	3045	Endo_capillary
TASSeq.deep-1_777248	TASSeq.deep-1	93694	3920	Bcell
TASSeq.deep-1_777370	TASSeq.deep-1	174319	5597	Mac_AM
TASSeq.deep-1_777469	TASSeq.deep-1	442527	7602	Mac_AM
TASSeq.deep-1_777558	TASSeq.deep-1	255168	6375	FB_alveolar
TASSeq.deep-1_777672	TASSeq.deep-1	78108	3218	Pericyte
TASSeq.deep-1_777756	TASSeq.deep-1	406623	8266	Mac_AM
TASSeq.deep-1_777941	TASSeq.deep-1	68853	3327	Bcell
TASSeq.deep-1_778053	TASSeq.deep-1	95582	3138	FB_alveolar
TASSeq.deep-1_778065	TASSeq.deep-1	132304	3974	FB_adventitial
TASSeq.deep-1_778325	TASSeq.deep-1	472504	10100	Epi_ciliated
TASSeq.deep-1_778549	TASSeq.deep-1	187734	4641	FB_alveolar
TASSeq.deep-1_778563	TASSeq.deep-1	39906	2239	FB_alveolar
TASSeq.deep-1_778941	TASSeq.deep-1	58792	2811	Endo_capillary
TASSeq.deep-1_779153	TASSeq.deep-1	97184	3998	Endo_capillary
TASSeq.deep-1_779309	TASSeq.deep-1	206280	5459	Endo_venous
TASSeq.deep-1_779401	TASSeq.deep-1	229001	5926	Epi_AT1
TASSeq.deep-1_779574	TASSeq.deep-1	72633	2949	FB_alveolar
TASSeq.deep-1_779679	TASSeq.deep-1	132318	3846	Endo_capillary
TASSeq.deep-1_779722	TASSeq.deep-1	463782	7817	Epi_AT2
TASSeq.deep-1_780110	TASSeq.deep-1	136372	4954	Tcell_CD8T
TASSeq.deep-1_780275	TASSeq.deep-1	124053	4548	Neutrophil
TASSeq.deep-1_780297	TASSeq.deep-1	86632	3704	FB_alveolar
TASSeq.deep-1_780423	TASSeq.deep-1	166362	5058	Bcell
TASSeq.deep-1_780862	TASSeq.deep-1	209631	5277	Mo_Ly6Clo
TASSeq.deep-1_781237	TASSeq.deep-1	88272	4701	Endo_capillary
TASSeq.deep-1_781550	TASSeq.deep-1	161726	4957	DC_pDC
TASSeq.deep-1_781564	TASSeq.deep-1	33423	2435	Endo_capillary
TASSeq.deep-1_781632	TASSeq.deep-1	131749	4289	FB_alveolar
TASSeq.deep-1_781761	TASSeq.deep-1	237925	6899	Epi_AT1
TASSeq.deep-1_782268	TASSeq.deep-1	215510	5852	SMC
TASSeq.deep-1_782303	TASSeq.deep-1	114732	3479	FB_alveolar
TASSeq.deep-1_782988	TASSeq.deep-1	582554	9062	Mac_AM
TASSeq.deep-1_783041	TASSeq.deep-1	228425	5652	FB_alveolar
TASSeq.deep-1_783059	TASSeq.deep-1	34190	1383	FB_alveolar
TASSeq.deep-1_783238	TASSeq.deep-1	192534	6334	Epi_ciliated
TASSeq.deep-1_783502	TASSeq.deep-1	110113	3561	Endo_capillary
TASSeq.deep-1_783630	TASSeq.deep-1	68837	3052	NK
TASSeq.deep-1_783984	TASSeq.deep-1	379503	7254	Mac_AM
TASSeq.deep-1_784117	TASSeq.deep-1	138674	5020	Tcell_gdT
TASSeq.deep-1_784457	TASSeq.deep-1	272970	5239	FB_adventitial
TASSeq.deep-1_785029	TASSeq.deep-1	236973	6077	FB_alveolar
TASSeq.deep-1_785289	TASSeq.deep-1	107518	3387	Endo_venous
TASSeq.deep-1_785482	TASSeq.deep-1	394794	7346	DC_cDC2
TASSeq.deep-1_785757	TASSeq.deep-1	58114	2237	FB_alveolar
TASSeq.deep-1_785887	TASSeq.deep-1	30902	1182	FB_alveolar
TASSeq.deep-1_785960	TASSeq.deep-1	360758	7037	FB_adventitial
TASSeq.deep-1_785967	TASSeq.deep-1	1267462	11800	Epi_clara
TASSeq.deep-1_786272	TASSeq.deep-1	67070	3064	Endo_capillary
TASSeq.deep-1_786384	TASSeq.deep-1	115223	3982	Bcell
TASSeq.deep-1_786439	TASSeq.deep-1	83229	3294	Endo_capillary
TASSeq.deep-1_786504	TASSeq.deep-1	110566	4326	Bcell
TASSeq.deep-1_786509	TASSeq.deep-1	58732	2276	Endo_capillary
TASSeq.deep-1_786548	TASSeq.deep-1	70723	3210	NK
TASSeq.deep-1_786717	TASSeq.deep-1	136454	4187	Endo_aerocyte
TASSeq.deep-1_786829	TASSeq.deep-1	59923	3001	Endo_capillary
TASSeq.deep-1_787218	TASSeq.deep-1	62774	2579	Endo_capillary
TASSeq.deep-1_787346	TASSeq.deep-1	80808	2791	Endo_capillary
TASSeq.deep-1_787370	TASSeq.deep-1	62961	2986	Bcell
TASSeq.deep-1_787621	TASSeq.deep-1	110389	3852	Endo_capillary
TASSeq.deep-1_787679	TASSeq.deep-1	187012	5093	Endo_capillary
TASSeq.deep-1_787973	TASSeq.deep-1	91824	3761	Bcell
TASSeq.deep-1_788059	TASSeq.deep-1	138753	4442	Endo_capillary
TASSeq.deep-1_788103	TASSeq.deep-1	146571	4013	Endo_capillary
TASSeq.deep-1_788329	TASSeq.deep-1	310183	6959	Mac_AM
TASSeq.deep-1_788375	TASSeq.deep-1	72145	3490	Tcell_CD8T
TASSeq.deep-1_788417	TASSeq.deep-1	75703	3520	Bcell
TASSeq.deep-1_788799	TASSeq.deep-1	82575	3520	NK
TASSeq.deep-1_789073	TASSeq.deep-1	76283	2554	FB_peribronchiolar
TASSeq.deep-1_789299	TASSeq.deep-1	130462	4678	Bcell
TASSeq.deep-1_789456	TASSeq.deep-1	123193	4731	Bcell
TASSeq.deep-1_789909	TASSeq.deep-1	42777	1854	FB_alveolar
TASSeq.deep-1_789960	TASSeq.deep-1	84900	3424	Bcell
TASSeq.deep-1_790079	TASSeq.deep-1	46840	1932	FB_alveolar
TASSeq.deep-1_790220	TASSeq.deep-1	107237	4295	Bcell
TASSeq.deep-1_790242	TASSeq.deep-1	43441	1818	Endo_arterial
TASSeq.deep-1_790342	TASSeq.deep-1	40306	1523	Endo_capillary
TASSeq.deep-1_790359	TASSeq.deep-1	439919	8348	Epi_AT2
TASSeq.deep-1_790491	TASSeq.deep-1	68633	2922	Bcell
TASSeq.deep-1_790922	TASSeq.deep-1	82888	2802	Epi_AT2
TASSeq.deep-1_791139	TASSeq.deep-1	730921	9660	Epi_AT2
TASSeq.deep-1_791195	TASSeq.deep-1	676305	9624	Epi_AT1
TASSeq.deep-1_791296	TASSeq.deep-1	73118	3777	FB_alveolar
TASSeq.deep-1_791302	TASSeq.deep-1	187074	5807	Bcell
TASSeq.deep-1_791311	TASSeq.deep-1	89641	3264	Bcell
TASSeq.deep-1_791332	TASSeq.deep-1	306237	6843	Mac_AM
TASSeq.deep-1_791371	TASSeq.deep-1	283669	6158	FB_alveolar
TASSeq.deep-1_791974	TASSeq.deep-1	102355	3366	Endo_capillary
TASSeq.deep-1_792086	TASSeq.deep-1	106103	3873	Bcell
TASSeq.deep-1_792196	TASSeq.deep-1	32868	1601	Mac_AM
TASSeq.deep-1_792216	TASSeq.deep-1	158001	5496	Tcell_CD8T
TASSeq.deep-1_792235	TASSeq.deep-1	29971	1441	FB_alveolar
TASSeq.deep-1_792244	TASSeq.deep-1	149171	4256	Endo_venous
TASSeq.deep-1_792501	TASSeq.deep-1	311450	7171	doublet
TASSeq.deep-1_792594	TASSeq.deep-1	82837	4580	FB_alveolar
TASSeq.deep-1_792606	TASSeq.deep-1	321687	6789	FB_adventitial
TASSeq.deep-1_792709	TASSeq.deep-1	244933	7589	Tcell_Treg
TASSeq.deep-1_792737	TASSeq.deep-1	111077	4125	Tcell_CD4T
TASSeq.deep-1_793101	TASSeq.deep-1	100722	3450	FB_alveolar
TASSeq.deep-1_793110	TASSeq.deep-1	560943	8795	Mac_AM
TASSeq.deep-1_793211	TASSeq.deep-1	70554	3136	Bcell
TASSeq.deep-1_793420	TASSeq.deep-1	197625	5580	Mo_Ly6Clo
TASSeq.deep-1_793434	TASSeq.deep-1	44048	2456	FB_alveolar
TASSeq.deep-1_793582	TASSeq.deep-1	68075	2676	Endo_capillary
TASSeq.deep-1_793609	TASSeq.deep-1	74348	2908	Endo_arterial
TASSeq.deep-1_793894	TASSeq.deep-1	245945	5466	FB_alveolar
TASSeq.deep-1_794226	TASSeq.deep-1	187831	5300	FB_alveolar
TASSeq.deep-1_794274	TASSeq.deep-1	364208	7518	doublet
TASSeq.deep-1_794321	TASSeq.deep-1	163286	4887	FB_alveolar
TASSeq.deep-1_794472	TASSeq.deep-1	81469	3518	Bcell
TASSeq.deep-1_794565	TASSeq.deep-1	127911	4660	Bcell
TASSeq.deep-1_794615	TASSeq.deep-1	31646	1400	Endo_capillary
TASSeq.deep-1_795140	TASSeq.deep-1	427838	7979	Endo_LEC
TASSeq.deep-1_795539	TASSeq.deep-1	70780	2578	Endo_capillary
TASSeq.deep-1_795583	TASSeq.deep-1	155216	4560	Mo_Ly6Clo
TASSeq.deep-1_795610	TASSeq.deep-1	108838	4431	Tcell_CD4T
TASSeq.deep-1_795942	TASSeq.deep-1	104443	3746	Epi_AT1
TASSeq.deep-1_795984	TASSeq.deep-1	110379	4386	Bcell
TASSeq.deep-1_796172	TASSeq.deep-1	767926	9701	Mac_AM
TASSeq.deep-1_796426	TASSeq.deep-1	62224	2695	Neutrophil
TASSeq.deep-1_796476	TASSeq.deep-1	189004	5507	Bcell
TASSeq.deep-1_796841	TASSeq.deep-1	120307	4940	Epi_ciliated
TASSeq.deep-1_796914	TASSeq.deep-1	34198	1347	SMC
TASSeq.deep-1_796923	TASSeq.deep-1	110005	4226	Tcell_CD8T
TASSeq.deep-1_797160	TASSeq.deep-1	170801	4970	FB_alveolar
TASSeq.deep-1_797255	TASSeq.deep-1	135625	4984	Pericyte
TASSeq.deep-1_797350	TASSeq.deep-1	146682	4327	FB_alveolar
TASSeq.deep-1_797702	TASSeq.deep-1	62403	3404	Mac_AM
TASSeq.deep-1_797714	TASSeq.deep-1	55222	2044	Pericyte
TASSeq.deep-1_798111	TASSeq.deep-1	133688	4455	Tcell_CD8T
TASSeq.deep-1_798193	TASSeq.deep-1	140560	4168	SMC
TASSeq.deep-1_798519	TASSeq.deep-1	98058	4249	Endo_capillary
TASSeq.deep-1_798587	TASSeq.deep-1	233026	5804	FB_alveolar
TASSeq.deep-1_798658	TASSeq.deep-1	126262	4548	Bcell
TASSeq.deep-1_798671	TASSeq.deep-1	107683	4078	NK
TASSeq.deep-1_798702	TASSeq.deep-1	79750	2824	Endo_capillary
TASSeq.deep-1_798922	TASSeq.deep-1	177645	5702	FB_alveolar
TASSeq.deep-1_798971	TASSeq.deep-1	103059	3676	Tcell_CD4T
TASSeq.deep-1_799024	TASSeq.deep-1	64951	3004	FB_alveolar
TASSeq.deep-1_799315	TASSeq.deep-1	171191	4795	FB_alveolar
TASSeq.deep-1_799490	TASSeq.deep-1	199911	5916	Epi_ciliated
TASSeq.deep-1_799930	TASSeq.deep-1	223919	5986	Mo_Ly6Chi
TASSeq.deep-1_800084	TASSeq.deep-1	626043	9120	Epi_AT2
TASSeq.deep-1_800220	TASSeq.deep-1	417893	7680	Epi_AT2
TASSeq.deep-1_800229	TASSeq.deep-1	92319	3616	Tcell_CD4T
TASSeq.deep-1_800389	TASSeq.deep-1	98496	3790	FB_peribronchiolar
TASSeq.deep-1_800420	TASSeq.deep-1	102963	3842	Endo_aerocyte
TASSeq.deep-1_800632	TASSeq.deep-1	76975	2977	Endo_capillary
TASSeq.deep-1_800678	TASSeq.deep-1	39710	2377	Endo_capillary
TASSeq.deep-1_800758	TASSeq.deep-1	97074	3672	Bcell
TASSeq.deep-1_800769	TASSeq.deep-1	37422	1703	FB_alveolar
TASSeq.deep-1_801182	TASSeq.deep-1	127644	3668	FB_alveolar
TASSeq.deep-1_801291	TASSeq.deep-1	130376	3893	FB_alveolar
TASSeq.deep-1_801375	TASSeq.deep-1	190141	5439	Bcell
TASSeq.deep-1_801409	TASSeq.deep-1	303434	6140	SMC
TASSeq.deep-1_801750	TASSeq.deep-1	33455	1283	FB_alveolar
TASSeq.deep-1_801821	TASSeq.deep-1	94325	3102	Endo_capillary
TASSeq.deep-1_801856	TASSeq.deep-1	135281	5014	Pericyte
TASSeq.deep-1_801863	TASSeq.deep-1	203100	6066	Bcell
TASSeq.deep-1_801896	TASSeq.deep-1	82396	3321	Bcell
TASSeq.deep-1_802699	TASSeq.deep-1	74233	3680	Endo_capillary
TASSeq.deep-1_802727	TASSeq.deep-1	64382	2812	Endo_capillary
TASSeq.deep-1_802874	TASSeq.deep-1	66859	2785	FB_alveolar
TASSeq.deep-1_803288	TASSeq.deep-1	82273	3350	Pericyte
TASSeq.deep-1_803304	TASSeq.deep-1	92988	3124	Endo_capillary
TASSeq.deep-1_803322	TASSeq.deep-1	128495	5390	NK
TASSeq.deep-1_803362	TASSeq.deep-1	120987	5760	Epi_AT2
TASSeq.deep-1_803380	TASSeq.deep-1	70720	3206	NK
TASSeq.deep-1_803653	TASSeq.deep-1	111032	4280	Mo_Ly6Clo
TASSeq.deep-1_803785	TASSeq.deep-1	50685	1919	Endo_capillary
TASSeq.deep-1_804160	TASSeq.deep-1	111541	3631	Mo_Ly6Clo
TASSeq.deep-1_804362	TASSeq.deep-1	74542	2727	FB_alveolar
TASSeq.deep-1_804395	TASSeq.deep-1	426727	7978	Epi_AT1
TASSeq.deep-1_804410	TASSeq.deep-1	88591	2879	Endo_capillary
TASSeq.deep-1_804479	TASSeq.deep-1	104135	3366	Endo_capillary
TASSeq.deep-1_804577	TASSeq.deep-1	88959	3484	Tcell_CD8T
TASSeq.deep-1_804917	TASSeq.deep-1	281737	6561	FB_alveolar
TASSeq.deep-1_805047	TASSeq.deep-1	90475	3982	Bcell
TASSeq.deep-1_805172	TASSeq.deep-1	173088	5240	DC_cDC2
